"CLIENTNUM","Target","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Trans_Amt","Total_Trans_Ct","Avg_Utilization_Ratio","Flag_Muestra"
"771783333","1","49","F","1","Uneducated","Divorced","$40K - $60K","Blue","37","6","2","2","2173.0","0","2173.0","2379","57","0.0","1"
"771795933","1","49","M","4","Unknown","Single","$120K +","Blue","38","3","3","4","34516.0","2517","31999.0","2376","55","0.073","1"
"771809733","1","64","F","0","High School","Married","$40K - $60K","Blue","53","1","3","3","3353.0","0","3353.0","960","18","0.0","1"
"771833433","1","49","M","2","High School","Married","$80K - $120K","Blue","38","3","2","4","29893.0","0","29893.0","2063","48","0.0","0"
"771865908","1","48","F","2","Graduate","Single","Unknown","Blue","37","4","2","3","11750.0","487","11263.0","2532","48","0.041","0"
"771899433","1","48","M","3","Graduate","Married","$80K - $120K","Blue","37","5","2","4","7970.0","2434","5536.0","1263","27","0.305","1"
"771922008","0","57","F","2","Unknown","Single","Less than $40K","Blue","46","5","2","2","5443.0","1889","3554.0","4416","64","0.347","1"
"771935283","0","47","F","4","Graduate","Single","$40K - $60K","Blue","36","1","2","1","2977.0","1927","1050.0","5217","88","0.647","1"
"771952683","0","47","F","3","High School","Married","Less than $40K","Blue","36","3","2","2","3035.0","0","3035.0","3847","63","0.0","1"
"771963708","1","56","M","3","Unknown","Married","$60K - $80K","Blue","45","5","3","2","12248.0","0","12248.0","767","25","0.0","1"
"771989733","0","37","M","2","Unknown","Single","$40K - $60K","Blue","26","4","1","2","3664.0","1449","2215.0","4413","65","0.395","1"
"772000533","0","59","M","1","Graduate","Married","$60K - $80K","Blue","48","4","3","2","14257.0","1113","13144.0","1809","23","0.078","1"
"772073508","1","52","F","1","College","Single","Less than $40K","Blue","41","5","3","6","1764.0","0","1764.0","2740","47","0.0","1"
"772105608","0","48","F","4","Uneducated","Single","Less than $40K","Blue","37","6","3","4","2646.0","872","1774.0","4246","80","0.33","0"
"772127508","1","31","F","1","Uneducated","Married","Less than $40K","Blue","20","6","2","2","1438.3","0","1438.3","2614","49","0.0","1"
"772137183","1","52","M","2","Graduate","Single","$120K +","Blue","41","1","3","1","31668.0","810","30858.0","1822","36","0.026","1"
"772150983","1","48","F","3","High School","Unknown","Less than $40K","Blue","37","4","2","1","2363.0","978","1385.0","2635","40","0.414","1"
"772162683","1","34","F","2","Graduate","Married","Less than $40K","Blue","23","6","2","2","3116.0","0","3116.0","2768","45","0.0","1"
"772177308","0","47","F","2","Unknown","Unknown","Less than $40K","Blue","36","4","2","2","1738.0","0","1738.0","2572","62","0.0","1"
"772268058","0","46","F","4","Uneducated","Single","Less than $40K","Blue","35","5","2","3","2722.0","1473","1249.0","3129","69","0.541","1"
"772271508","1","46","F","3","Uneducated","Single","Unknown","Blue","35","2","3","3","1706.0","0","1706.0","2320","42","0.0","1"
"772273983","1","48","M","4","Uneducated","Single","$40K - $60K","Blue","37","1","3","4","5268.0","2191","3077.0","2138","40","0.416","1"
"772286658","1","63","M","1","Graduate","Single","$60K - $80K","Blue","52","6","4","3","14324.0","2507","11817.0","2083","56","0.175","1"
"772292358","1","30","M","1","College","Divorced","Less than $40K","Blue","19","4","3","3","7970.0","0","7970.0","1284","30","0.0","1"
"772300383","0","57","F","2","Unknown","Married","$40K - $60K","Blue","46","3","1","3","5073.0","1533","3540.0","13420","122","0.302","1"
"772306383","1","57","F","3","Unknown","Unknown","Less than $40K","Blue","43","5","3","2","1462.0","0","1462.0","2299","42","0.0","1"
"772334133","0","53","F","1","Graduate","Married","Unknown","Blue","42","2","1","3","4637.0","0","4637.0","4583","86","0.0","1"
"772336458","1","60","F","1","Uneducated","Married","$40K - $60K","Blue","50","4","4","3","1438.3","1025","413.3","702","12","0.713","1"
"772341783","1","45","F","3","High School","Single","Unknown","Blue","35","3","2","6","3512.0","2517","995.0","1801","48","0.717","1"
"772346358","0","52","F","3","Uneducated","Single","Less than $40K","Blue","41","2","1","2","1801.0","0","1801.0","5047","79","0.0","1"
"772360683","0","57","M","1","High School","Married","$120K +","Blue","46","3","3","4","31762.0","2517","29245.0","1515","36","0.079","1"
"772366833","0","50","M","2","Graduate","Single","$40K - $60K","Blue","40","3","2","3","4003.0","1851","2152.0","15476","117","0.462","1"
"772382283","1","46","F","3","Graduate","Married","Less than $40K","Blue","36","3","3","3","2302.0","1593","709.0","2689","49","0.692","1"
"772390908","1","59","M","0","High School","Single","$40K - $60K","Blue","48","2","4","3","3616.0","1054","2562.0","687","17","0.291","1"
"772394883","1","60","F","1","Uneducated","Single","Unknown","Blue","50","3","6","3","7359.0","0","7359.0","2869","43","0.0","1"
"772401933","0","36","F","1","Unknown","Single","Less than $40K","Blue","26","3","3","2","2517.0","0","2517.0","3569","62","0.0","0"
"772407333","1","41","F","3","Unknown","Married","Less than $40K","Blue","30","5","3","3","1654.0","0","1654.0","1730","30","0.0","1"
"772430733","0","42","M","2","Graduate","Married","$120K +","Blue","32","1","1","1","34516.0","1440","33076.0","7168","88","0.042","1"
"772442883","1","51","F","4","Graduate","Married","Unknown","Blue","41","2","3","5","3853.0","696","3157.0","2443","38","0.181","1"
"772466508","1","45","M","3","Unknown","Single","$60K - $80K","Blue","35","6","2","1","18004.0","2517","15487.0","2030","45","0.14","0"
"772468983","0","36","M","1","Post-Graduate","Married","$80K - $120K","Blue","26","3","4","2","21927.0","1291","20636.0","1946","37","0.059","0"
"772514808","0","36","F","2","Uneducated","Single","$40K - $60K","Blue","26","3","2","4","3131.0","2379","752.0","2315","63","0.76","0"
"772528158","1","55","F","3","Unknown","Single","Less than $40K","Blue","45","4","3","4","1741.0","0","1741.0","2546","42","0.0","1"
"772532208","1","51","F","2","Doctorate","Married","Less than $40K","Blue","41","2","2","3","6630.0","916","5714.0","842","24","0.138","1"
"772574283","1","50","F","2","Graduate","Married","$40K - $60K","Blue","40","3","1","4","7191.0","0","7191.0","1654","30","0.0","1"
"772580958","0","57","F","2","Uneducated","Married","Unknown","Blue","47","3","2","2","3136.0","2138","998.0","4930","80","0.682","1"
"772585008","0","48","F","4","High School","Married","Unknown","Blue","38","2","3","1","3187.0","1937","1250.0","5111","90","0.608","1"
"772590408","0","41","M","5","Unknown","Married","$80K - $120K","Blue","31","3","3","1","12114.0","1379","10735.0","3964","90","0.114","1"
"772607433","0","50","M","3","High School","Married","$80K - $120K","Blue","40","6","2","4","4514.0","2016","2498.0","4107","59","0.447","1"
"772658658","0","57","M","2","High School","Single","$60K - $80K","Blue","47","6","3","4","2248.0","0","2248.0","4439","77","0.0","1"
"772695033","1","47","M","5","High School","Single","$80K - $120K","Blue","37","3","4","4","18800.0","2517","16283.0","1575","23","0.134","1"
"772725408","0","40","M","3","Uneducated","Divorced","$60K - $80K","Blue","30","2","3","2","24499.0","2517","21982.0","7667","84","0.103","1"
"772728933","1","50","M","2","High School","Married","$120K +","Blue","40","6","4","3","13709.0","813","12896.0","2511","40","0.059","1"
"772794108","0","46","F","3","Doctorate","Single","Less than $40K","Blue","36","5","1","4","2201.0","651","1550.0","3165","65","0.296","1"
"772922883","1","41","M","3","Unknown","Married","$80K - $120K","Blue","22","3","3","4","20543.0","0","20543.0","1874","42","0.0","1"
"772935108","0","47","M","1","Unknown","Divorced","$80K - $120K","Silver","38","3","2","3","34516.0","802","33714.0","1823","27","0.023","1"
"773108958","0","55","F","2","Uneducated","Married","$40K - $60K","Blue","48","4","1","1","3011.0","2138","873.0","4439","75","0.71","0"
"773172483","1","30","M","0","Graduate","Married","$40K - $60K","Blue","23","6","2","4","4063.0","0","4063.0","7463","70","0.0","1"
"773228133","1","39","F","2","Graduate","Married","Less than $40K","Blue","29","3","2","2","1677.0","0","1677.0","2437","41","0.0","1"
"773342808","0","46","F","1","Unknown","Single","Less than $40K","Blue","40","6","4","3","2711.0","1793","918.0","5084","79","0.661","1"
"773667708","1","50","M","1","Graduate","Divorced","$60K - $80K","Blue","44","3","4","3","7050.0","1008","6042.0","2176","39","0.143","1"
"773988708","0","52","M","2","Uneducated","Married","$120K +","Silver","43","1","2","2","34516.0","1588","32928.0","7512","81","0.046","1"
"774760458","1","62","F","1","High School","Unknown","$40K - $60K","Blue","56","3","5","1","3807.0","2517","1290.0","1739","36","0.661","1"
"775152708","1","49","M","3","Post-Graduate","Unknown","$80K - $120K","Blue","39","2","3","4","20769.0","901","19868.0","1835","43","0.043","1"
"778172583","0","46","F","3","High School","Single","Less than $40K","Blue","36","1","3","2","6636.0","2399","4237.0","7023","86","0.362","1"
"778180158","0","44","M","4","Doctorate","Divorced","$80K - $120K","Blue","34","5","1","4","7150.0","1887","5263.0","3636","69","0.264","1"
"778191933","1","45","M","3","Uneducated","Single","$120K +","Blue","35","2","3","5","7135.0","2517","4618.0","2305","42","0.353","1"
"778207083","1","53","M","4","Uneducated","Single","$80K - $120K","Blue","44","3","3","2","11561.0","2189","9372.0","2153","39","0.189","0"
"778224858","0","42","F","2","College","Unknown","Unknown","Blue","32","3","3","4","4035.0","1003","3032.0","4589","89","0.249","0"
"778239933","0","45","F","4","Graduate","Married","Unknown","Blue","35","6","3","0","2801.0","2043","758.0","1241","46","0.729","1"
"778242708","0","63","M","1","Unknown","Single","$60K - $80K","Silver","53","5","4","4","25502.0","1450","24052.0","4323","81","0.057","0"
"778245633","0","43","F","3","Graduate","Single","Unknown","Blue","33","3","3","1","2341.0","1818","523.0","4356","70","0.777","1"
"778268508","0","56","F","2","Uneducated","Single","Unknown","Blue","47","5","2","1","5261.0","1966","3295.0","4448","86","0.374","1"
"778272408","1","52","M","1","Unknown","Divorced","$80K - $120K","Blue","42","4","4","2","5763.0","0","5763.0","2310","48","0.0","1"
"778282758","0","55","M","2","College","Divorced","$120K +","Blue","45","6","2","1","26729.0","1052","25677.0","4140","69","0.039","1"
"778289883","1","42","F","2","Graduate","Unknown","Less than $40K","Blue","32","3","3","3","1507.0","0","1507.0","2528","41","0.0","0"
"778343958","0","47","F","3","Graduate","Married","Less than $40K","Blue","27","3","3","0","1451.0","0","1451.0","3866","72","0.0","1"
"778349883","0","56","F","0","Uneducated","Single","Less than $40K","Blue","36","4","3","1","3219.0","2114","1105.0","4188","75","0.657","1"
"778353183","0","31","F","0","High School","Married","Less than $40K","Blue","13","5","2","3","3201.0","984","2217.0","5155","77","0.307","0"
"778357458","0","44","F","5","Unknown","Single","Less than $40K","Blue","24","4","3","3","2003.0","1224","779.0","1756","42","0.611","1"
"778364583","1","45","F","2","Graduate","Married","Less than $40K","Blue","25","3","2","3","5911.0","916","4995.0","1656","31","0.155","1"
"778372158","0","49","F","5","High School","Married","$40K - $60K","Blue","33","6","3","2","2506.0","1549","957.0","4747","91","0.618","1"
"778378983","1","54","F","1","Graduate","Single","Less than $40K","Blue","34","5","2","2","2939.0","2152","787.0","2476","42","0.732","0"
"778381608","1","48","M","4","Doctorate","Single","$80K - $120K","Blue","28","3","3","4","6572.0","417","6155.0","1766","46","0.063","1"
"778388358","1","56","M","3","Graduate","Single","$60K - $80K","Blue","36","2","2","3","4742.0","855","3887.0","870","24","0.18","1"
"778394358","0","46","F","2","High School","Divorced","Less than $40K","Blue","26","4","3","1","1870.0","1785","85.0","4347","88","0.955","1"
"778397358","1","42","M","5","Unknown","Married","$60K - $80K","Blue","22","6","2","4","5096.0","0","5096.0","2574","43","0.0","1"
"778405458","0","52","F","2","High School","Single","Unknown","Blue","32","6","1","3","1461.0","0","1461.0","4633","80","0.0","1"
"778426608","0","52","M","4","Graduate","Married","$80K - $120K","Blue","32","4","3","3","1438.3","702","736.3","1805","53","0.488","1"
"778433283","1","51","M","3","High School","Married","$60K - $80K","Blue","31","3","3","3","8989.0","0","8989.0","2031","53","0.0","1"
"778441533","1","45","F","4","High School","Single","Unknown","Blue","26","6","2","2","4549.0","1631","2918.0","2240","34","0.359","0"
"778447908","0","51","M","2","College","Married","$80K - $120K","Blue","33","3","1","2","3558.0","0","3558.0","4136","65","0.0","1"
"778459833","0","42","M","5","Graduate","Married","$60K - $80K","Blue","27","3","2","3","11880.0","2025","9855.0","1789","42","0.17","1"
"778461408","0","38","M","1","High School","Married","$80K - $120K","Blue","23","4","3","2","22149.0","987","21162.0","2409","36","0.045","0"
"778506633","1","43","F","4","College","Married","Less than $40K","Blue","23","6","2","3","7706.0","392","7314.0","965","27","0.051","1"
"778511733","0","42","F","3","College","Single","$40K - $60K","Blue","30","6","3","2","5424.0","1812","3612.0","1634","44","0.334","1"
"778523733","0","38","M","3","Graduate","Single","$80K - $120K","Blue","31","6","1","2","13637.0","0","13637.0","3625","73","0.0","1"
"778550583","0","43","F","1","High School","Unknown","$40K - $60K","Blue","35","6","3","2","1766.0","0","1766.0","4808","87","0.0","1"
"778601733","1","55","F","3","High School","Single","$40K - $60K","Blue","47","5","4","3","2687.0","1689","998.0","2370","34","0.629","1"
"778606308","1","45","M","3","Uneducated","Divorced","$80K - $120K","Blue","25","2","2","3","6614.0","1881","4733.0","3016","51","0.284","0"
"778617708","1","46","M","3","College","Married","$80K - $120K","Blue","26","6","2","3","1438.3","864","574.3","2299","40","0.601","1"
"778619358","0","42","F","3","Uneducated","Single","Less than $40K","Blue","22","4","1","4","1438.3","860","578.3","4754","79","0.598","1"
"778632933","0","49","F","3","College","Married","Less than $40K","Blue","29","6","1","2","2548.0","1998","550.0","4702","79","0.784","1"
"778643733","1","48","F","1","Uneducated","Single","$40K - $60K","Gold","28","3","2","1","23981.0","1454","22527.0","9140","64","0.061","1"
"778661358","0","46","F","1","Unknown","Married","Less than $40K","Blue","36","2","3","2","2474.0","2143","331.0","1541","40","0.866","1"
"778663458","1","65","M","1","High School","Married","Less than $40K","Blue","47","3","2","1","1759.0","0","1759.0","821","18","0.0","1"
"778671483","0","33","F","3","Uneducated","Single","Less than $40K","Blue","13","5","3","3","1630.0","1008","622.0","4143","67","0.618","1"
"778693458","1","32","M","1","High School","Divorced","$60K - $80K","Blue","13","3","3","3","12616.0","0","12616.0","1376","29","0.0","1"
"778696608","0","46","M","3","Graduate","Divorced","$40K - $60K","Blue","27","5","2","3","10931.0","2297","8634.0","4802","73","0.21","1"
"778698408","0","37","F","4","Uneducated","Married","Less than $40K","Blue","18","5","1","2","2930.0","2024","906.0","1686","34","0.691","1"
"778699908","1","43","M","2","Uneducated","Married","$60K - $80K","Blue","24","2","3","3","14447.0","0","14447.0","915","29","0.0","1"
"778708533","1","26","F","0","High School","Single","$40K - $60K","Blue","13","2","2","4","1730.0","1616","114.0","869","27","0.934","1"
"778720533","1","53","F","4","Graduate","Married","Less than $40K","Blue","37","3","2","3","1722.0","0","1722.0","2141","35","0.0","1"
"778745058","0","50","M","3","High School","Single","$80K - $120K","Silver","41","2","2","1","34516.0","0","34516.0","15059","118","0.0","0"
"778770783","0","42","M","4","High School","Married","$80K - $120K","Blue","30","6","1","0","29801.0","1916","27885.0","990","21","0.064","1"
"778781508","1","44","F","2","High School","Married","Unknown","Blue","32","4","3","3","8477.0","2517","5960.0","2455","41","0.297","1"
"778782858","0","60","M","1","Graduate","Single","Less than $40K","Blue","48","5","3","3","3980.0","930","3050.0","4449","82","0.234","0"
"778819083","1","41","F","2","Doctorate","Married","$40K - $60K","Blue","33","1","3","3","1604.0","0","1604.0","2264","47","0.0","1"
"778837083","1","50","M","2","Graduate","Married","$80K - $120K","Blue","31","3","3","3","12906.0","321","12585.0","2078","62","0.025","0"
"778857108","0","52","F","3","Post-Graduate","Married","$40K - $60K","Blue","33","3","2","0","3900.0","0","3900.0","4337","81","0.0","0"
"778860783","1","57","M","2","Unknown","Divorced","$120K +","Blue","38","1","2","4","24379.0","1116","23263.0","2836","41","0.046","1"
"778863258","1","46","F","4","Unknown","Married","Unknown","Blue","27","1","2","3","6030.0","0","6030.0","4983","62","0.0","1"
"778867533","1","59","F","0","Post-Graduate","Married","$40K - $60K","Blue","40","1","4","1","1438.3","0","1438.3","689","23","0.0","1"
"778868958","1","42","F","2","Graduate","Married","Less than $40K","Blue","23","3","3","3","1929.0","1673","256.0","857","36","0.867","0"
"778871508","0","54","M","3","Post-Graduate","Single","$60K - $80K","Blue","35","6","3","0","13048.0","1954","11094.0","1170","24","0.15","1"
"778888083","1","45","F","2","Graduate","Married","$40K - $60K","Blue","26","6","2","4","4307.0","0","4307.0","8697","62","0.0","1"
"778894233","0","42","M","5","High School","Unknown","$80K - $120K","Blue","23","3","2","3","7253.0","0","7253.0","7595","83","0.0","1"
"778899708","1","56","F","2","Unknown","Single","$40K - $60K","Blue","37","2","2","3","2963.0","0","2963.0","2919","47","0.0","1"
"778910883","1","53","M","2","Unknown","Married","$80K - $120K","Blue","34","4","3","2","1837.0","875","962.0","2169","43","0.476","1"
"778915233","1","51","F","0","Graduate","Married","Less than $40K","Blue","32","4","2","3","1757.0","331","1426.0","2377","47","0.188","1"
"778929783","1","40","M","3","Graduate","Divorced","$80K - $120K","Blue","22","2","2","3","1925.0","0","1925.0","781","28","0.0","1"
"778942233","0","60","F","0","Doctorate","Married","Less than $40K","Blue","45","5","2","4","1438.3","648","790.3","1267","27","0.451","0"
"778949133","0","44","M","1","Uneducated","Married","$80K - $120K","Blue","29","4","3","3","13298.0","1694","11604.0","3476","66","0.127","1"
"778959258","1","51","F","1","Unknown","Married","Less than $40K","Blue","32","5","3","3","1438.3","0","1438.3","2585","45","0.0","1"
"778965183","0","47","F","3","Uneducated","Divorced","$40K - $60K","Blue","30","5","3","2","5869.0","2517","3352.0","4166","85","0.429","1"
"778992108","0","57","M","2","Unknown","Married","$120K +","Blue","45","5","3","3","5266.0","0","5266.0","1516","29","0.0","1"
"779018508","0","45","M","4","Uneducated","Single","$80K - $120K","Blue","35","2","2","2","11318.0","2082","9236.0","7179","93","0.184","1"
"779029458","1","54","F","1","Post-Graduate","Single","Less than $40K","Blue","35","4","3","3","1724.0","0","1724.0","2725","47","0.0","1"
"779040408","0","56","M","2","High School","Married","$120K +","Blue","37","3","1","2","12181.0","1702","10479.0","1478","33","0.14","0"
"779055033","1","43","F","3","Uneducated","Unknown","Less than $40K","Blue","24","1","2","2","8256.0","2416","5840.0","8104","64","0.293","1"
"779084208","1","43","F","3","High School","Divorced","Less than $40K","Blue","24","4","2","2","1662.0","613","1049.0","2326","31","0.369","1"
"779104608","1","34","F","3","High School","Unknown","Unknown","Blue","15","5","1","3","1438.3","0","1438.3","2819","48","0.0","1"
"779114283","0","40","F","5","High School","Single","Less than $40K","Blue","22","3","1","2","1826.0","944","882.0","4528","65","0.517","1"
"779130108","1","33","F","0","Uneducated","Single","$40K - $60K","Blue","15","3","2","6","1438.3","0","1438.3","2527","49","0.0","1"
"779134458","1","33","F","1","Doctorate","Single","Less than $40K","Blue","15","1","1","3","3709.0","1180","2529.0","8130","74","0.318","0"
"779141658","0","48","M","4","Graduate","Married","$80K - $120K","Blue","33","1","3","2","4963.0","2115","2848.0","4989","78","0.426","1"
"779183958","1","45","F","2","Graduate","Single","Less than $40K","Blue","33","1","3","4","1492.0","0","1492.0","2469","38","0.0","1"
"779192283","0","51","F","2","Unknown","Married","Less than $40K","Blue","39","3","1","2","6462.0","2517","3945.0","4156","77","0.39","1"
"779216358","1","48","M","2","College","Married","$80K - $120K","Blue","38","2","2","3","2111.0","0","2111.0","773","17","0.0","1"
"779224758","0","47","F","2","Doctorate","Single","Less than $40K","Blue","37","4","3","2","2168.0","1485","683.0","3828","86","0.685","1"
"779241783","0","67","M","1","Uneducated","Married","$40K - $60K","Blue","49","4","3","2","3106.0","1675","1431.0","1512","38","0.539","1"
"779247483","1","46","F","1","Uneducated","Unknown","Unknown","Blue","28","5","2","6","2069.0","0","2069.0","2754","55","0.0","1"
"779249583","0","56","F","1","Graduate","Married","Less than $40K","Blue","38","4","3","3","2578.0","2462","116.0","1378","29","0.955","1"
"779252283","0","47","F","4","High School","Married","Less than $40K","Blue","29","6","3","0","2712.0","2411","301.0","5201","82","0.889","1"
"779269158","1","43","F","2","Graduate","Married","Unknown","Blue","25","4","2","4","21961.0","0","21961.0","2237","39","0.0","0"
"779279883","1","60","F","2","High School","Married","Less than $40K","Blue","42","3","3","2","1438.3","0","1438.3","1628","42","0.0","1"
"779289033","0","46","F","3","Uneducated","Single","Unknown","Blue","28","4","1","5","21646.0","1778","19868.0","3328","61","0.082","1"
"779299233","0","52","F","3","Graduate","Single","Less than $40K","Silver","34","3","2","2","13109.0","1375","11734.0","3563","73","0.105","1"
"779302233","1","40","F","4","Graduate","Single","Less than $40K","Blue","22","4","2","3","1438.3","0","1438.3","2502","45","0.0","0"
"779310033","1","42","F","4","Doctorate","Married","Less than $40K","Blue","24","3","2","3","4304.0","0","4304.0","1788","36","0.0","0"
"779315508","1","43","M","4","Post-Graduate","Single","$40K - $60K","Blue","25","1","2","2","9043.0","1974","7069.0","4638","48","0.218","0"
"779320008","1","43","M","3","College","Married","$80K - $120K","Blue","25","3","3","3","2900.0","2517","383.0","2180","31","0.868","1"
"779327733","0","43","M","1","Graduate","Divorced","$60K - $80K","Blue","25","4","3","3","1783.0","1014","769.0","3861","81","0.569","1"
"779333883","1","51","F","3","Uneducated","Married","Less than $40K","Blue","33","3","3","3","7428.0","0","7428.0","8078","62","0.0","0"
"779348358","1","52","F","1","Uneducated","Single","Less than $40K","Blue","37","5","3","4","1717.0","0","1717.0","3004","46","0.0","0"
"779351208","0","49","M","2","Unknown","Single","$60K - $80K","Blue","34","4","1","4","5176.0","0","5176.0","1902","56","0.0","1"
"779360808","0","49","F","3","Graduate","Married","Less than $40K","Blue","35","3","3","3","2919.0","2032","887.0","4937","75","0.696","1"
"779380908","1","51","M","1","Unknown","Married","$80K - $120K","Blue","39","4","3","4","24462.0","946","23516.0","1709","37","0.039","1"
"779397183","0","42","F","2","Graduate","Single","Less than $40K","Blue","31","2","1","1","3659.0","0","3659.0","4068","61","0.0","1"
"779403558","0","56","F","0","Unknown","Married","Less than $40K","Blue","45","5","1","1","1737.0","0","1737.0","4611","73","0.0","0"
"779422458","0","31","F","1","Unknown","Divorced","Less than $40K","Blue","13","2","2","3","3533.0","1206","2327.0","16339","120","0.341","1"
"779438208","0","38","F","3","Graduate","Single","Less than $40K","Blue","22","4","3","3","1938.0","1175","763.0","4606","75","0.606","1"
"779442783","0","39","F","1","Graduate","Single","Less than $40K","Blue","21","1","2","1","2867.0","1365","1502.0","4445","89","0.476","1"
"779456508","0","52","M","2","Graduate","Divorced","$60K - $80K","Blue","34","2","1","1","4813.0","0","4813.0","7477","91","0.0","1"
"779458383","0","50","F","3","High School","Married","Less than $40K","Blue","32","6","2","3","2590.0","2087","503.0","4248","73","0.806","1"
"779462433","0","55","F","2","Unknown","Married","Less than $40K","Blue","37","3","3","1","2453.0","968","1485.0","2218","50","0.395","1"
"779471883","1","54","F","1","Graduate","Married","Less than $40K","Blue","40","2","3","1","1438.3","808","630.3","705","19","0.562","1"
"779502333","1","50","M","4","Graduate","Single","$120K +","Silver","32","5","3","2","34516.0","0","34516.0","1480","37","0.0","1"
"779504058","0","46","F","2","Post-Graduate","Married","Less than $40K","Blue","28","5","1","1","5014.0","1910","3104.0","1209","25","0.381","0"
"779508333","0","63","M","0","Unknown","Unknown","$60K - $80K","Blue","46","6","2","2","23925.0","1494","22431.0","3677","55","0.062","0"
"779530908","1","48","F","3","Unknown","Divorced","Less than $40K","Blue","31","5","2","4","1438.3","0","1438.3","1897","58","0.0","1"
"779544708","0","50","M","2","Unknown","Married","$120K +","Gold","35","4","5","3","34516.0","668","33848.0","3931","77","0.019","0"
"779548008","0","50","M","2","Graduate","Single","$80K - $120K","Silver","35","1","2","3","34516.0","0","34516.0","7745","83","0.0","1"
"779562633","0","45","M","2","Uneducated","Married","$40K - $60K","Blue","34","3","2","1","5771.0","2248","3523.0","1387","18","0.39","0"
"779571708","1","43","M","5","Graduate","Married","$60K - $80K","Blue","25","1","2","3","4259.0","0","4259.0","7993","71","0.0","1"
"779610033","1","58","M","1","College","Married","$80K - $120K","Blue","47","3","3","3","12151.0","1799","10352.0","918","14","0.148","1"
"779611008","0","29","M","0","Graduate","Married","$40K - $60K","Blue","18","4","3","4","4532.0","0","4532.0","1885","55","0.0","1"
"779613933","0","38","F","4","Uneducated","Married","Less than $40K","Blue","27","1","3","1","1736.0","1319","417.0","5045","86","0.76","1"
"779645658","0","49","M","3","Graduate","Single","$60K - $80K","Blue","32","3","1","4","7154.0","1472","5682.0","3607","59","0.206","1"
"779681433","1","48","F","3","Graduate","Married","$40K - $60K","Blue","31","6","3","4","14899.0","0","14899.0","1519","26","0.0","1"
"779686683","0","26","F","0","Post-Graduate","Single","Less than $40K","Blue","13","5","3","2","2902.0","1668","1234.0","2088","34","0.575","1"
"779701983","0","49","F","3","Graduate","Single","$40K - $60K","Blue","32","1","3","3","5400.0","1426","3974.0","4643","80","0.264","1"
"779722308","1","45","F","3","High School","Married","$40K - $60K","Blue","30","5","2","2","12355.0","0","12355.0","1044","28","0.0","0"
"779727558","0","49","F","4","College","Single","Less than $40K","Blue","33","4","2","3","2097.0","1250","847.0","4148","71","0.596","1"
"779739783","0","43","M","2","Graduate","Married","$60K - $80K","Blue","28","6","3","2","19826.0","1389","18437.0","3561","73","0.07","1"
"779743908","0","44","M","4","Unknown","Divorced","$60K - $80K","Blue","29","4","2","2","7788.0","0","7788.0","1196","30","0.0","0"
"779783508","0","45","M","2","Graduate","Married","$40K - $60K","Blue","34","5","1","3","13129.0","901","12228.0","2564","56","0.069","1"
"779841483","1","55","F","1","Doctorate","Married","Unknown","Blue","39","1","3","3","12972.0","1424","11548.0","2238","36","0.11","1"
"779844408","1","43","F","1","Post-Graduate","Married","Less than $40K","Blue","27","4","3","3","1438.3","0","1438.3","2137","40","0.0","1"
"779848383","1","37","F","3","Graduate","Single","Less than $40K","Blue","21","4","2","2","1784.0","577","1207.0","2348","47","0.323","1"
"779859558","1","54","F","3","High School","Married","Less than $40K","Blue","38","2","2","4","2452.0","1012","1440.0","2398","29","0.413","0"
"779890833","0","51","F","2","High School","Divorced","Less than $40K","Blue","36","2","1","1","1438.3","0","1438.3","4866","65","0.0","1"
"779905008","1","54","F","4","Graduate","Unknown","$40K - $60K","Blue","38","2","2","1","1779.0","0","1779.0","2660","41","0.0","1"
"779931783","1","52","M","2","High School","Single","$120K +","Blue","38","6","3","3","34516.0","0","34516.0","2213","47","0.0","0"
"779951058","0","54","F","3","High School","Married","Unknown","Blue","38","4","2","4","5122.0","1642","3480.0","1908","39","0.321","1"
"780006783","1","59","M","1","Uneducated","Single","$40K - $60K","Silver","49","3","2","2","15809.0","0","15809.0","3109","48","0.0","1"
"780008358","1","59","M","0","Uneducated","Unknown","$60K - $80K","Blue","48","2","6","2","13172.0","0","13172.0","2598","47","0.0","1"
"780032208","1","44","M","3","Graduate","Married","$60K - $80K","Blue","34","5","3","3","14201.0","0","14201.0","2223","47","0.0","1"
"780038058","1","38","F","0","High School","Single","Less than $40K","Blue","22","3","2","5","1556.0","0","1556.0","2283","46","0.0","1"
"780040758","0","40","F","4","College","Married","$40K - $60K","Blue","24","5","3","2","2606.0","1818","788.0","1999","50","0.698","1"
"780042633","1","37","F","2","Unknown","Married","Unknown","Silver","21","2","2","2","31718.0","0","31718.0","7432","64","0.0","1"
"780055308","0","43","F","3","College","Single","Less than $40K","Blue","28","3","1","3","1438.3","0","1438.3","4482","54","0.0","1"
"780067158","1","51","F","2","Uneducated","Single","Less than $40K","Blue","36","2","3","3","1746.0","1107","639.0","1907","47","0.634","1"
"780070833","0","58","F","2","Unknown","Married","Less than $40K","Blue","43","6","2","2","3034.0","2517","517.0","1617","29","0.83","1"
